actor,occurrence_count,rank,first_appearance,unique_dates
nearby home owners,1,2620,2021-04,['2021-04']
mi casa resiste,1,2621,2021-04,['2021-04']
people's strike-bay area,1,2622,2021-05,['2021-05']
ella baker center,1,2623,2021-05,['2021-05']
no justice under capitalism,1,2624,2021-05,['2021-05']
san jose may day coalition,1,2625,2021-05,['2021-05']
anakbayan silicon valley,1,2626,2021-05,['2021-05']
anakbayan de anza,1,2627,2021-05,['2021-05']
northern california unemployed committee,1,2628,2021-05,['2021-05']
green party,1,2629,2021-05,['2021-05']
maiz san jose,1,2630,2021-05,['2021-05']
papeles para todos,1,2631,2021-05,['2021-05']
northeastern university students for justice in palestine,1,2632,2021-04,['2021-04']
mattapan food and fitness coalition,1,2633,2021-05,['2021-05']
dunk the vote,1,2634,2021-05,['2021-05']
edgewater neighborhood association,1,2635,2021-05,['2021-05']
church of the holy spirit,1,2636,2021-05,['2021-05']
sustainable milton,1,2637,2021-05,['2021-05']
milton for social justice,1,2638,2021-05,['2021-05']
milton changemakers,1,2639,2021-05,['2021-05']
the people's budget coalition,1,2640,2021-05,['2021-05']
red dirt collective,1,2641,2021-05,['2021-05']
social injustice league,1,2642,2021-05,['2021-05']
norman collective for racial justice,1,2643,2021-05,['2021-05']
brookland manor coalition,1,2644,2021-05,['2021-05']
defund mpd,1,2645,2021-05,['2021-05']
paterson habitat for humanity,1,2646,2021-05,['2021-05']
decarcerate utah,1,2647,2021-05,['2021-05']
maine stands up,1,2648,2021-06,['2021-06']
abolitionist action central coast,1,2649,2021-06,['2021-06']
my black money matters,1,2650,2021-06,['2021-06']
save the westside community center,1,2651,2021-06,['2021-06']
cancel the rent housing coalition,1,2652,2021-06,['2021-06']
sacramento homeless organizing committee,1,2653,2021-06,['2021-06']
medical professionals,1,2654,2021-06,['2021-06']
mare island homeowners,1,2655,2021-06,['2021-06']
maine center for economic policy,1,2656,2021-06,['2021-06']
mainers for tax fairness,1,2657,2021-06,['2021-06']
mainers for working familie,1,2658,2021-06,['2021-06']
heritage oak glen mobile home park homeowners association,1,2659,2021-06,['2021-06']
total liberation collective,1,2660,2021-05,['2021-05']
region 9 housing corporation,1,2661,2021-05,['2021-05']
parkside business & community in partnership,1,2662,2021-05,['2021-05']
affordable housing alliance,1,2663,2021-05,['2021-05']
cancel rent & mortgages wa,1,2664,2021-05,['2021-05']
tenants union of washington,1,2665,2021-05,['2021-05']
connecticut green building council,1,2666,2021-05,['2021-05']
hope partnership,1,2667,2021-05,['2021-05']
march for justice,1,2668,2021-05,['2021-05']
united renters for justice - inquilinxs unidxs por justicia,1,2669,2021-05,['2021-05']
minneapolis sanctuary movement,1,2670,2021-05,['2021-05']
tc dsa housing justice branch,1,2671,2021-05,['2021-05']
kentucky poor people's campaign,1,2672,2021-05,['2021-05']
chinatown working group,1,2673,2021-05,['2021-05']
milton interfaith clergy association,1,2674,2021-05,['2021-05']
village preservation⊓broadway residents coalition,1,2675,2021-05,['2021-05']
soho alliance,1,2676,2021-05,['2021-05']
tenants rights activists,1,2677,2021-05,['2021-05']
political candidates,1,2678,2021-05,['2021-05']
"for us, not amazon",1,2679,2021-05,['2021-05']
paso people's action,1,2680,2021-05,['2021-05']
illinois coalition for immigrant and refugee rights,1,2681,2021-05,['2021-05']
house of mercy,1,2682,2021-05,['2021-05']
peoria no ban no wall,1,2683,2021-05,['2021-05']
"boycott, divest, sanction, on caterpillar",1,2684,2021-05,['2021-05']
the denver task force to reimagine policing and public safety,1,2685,2021-05,['2021-05']
worker's dignity,1,2686,2021-05,['2021-05']
courageous conversations toward racial justice,1,2687,2021-05,['2021-05']
tenantspc,1,2688,2021-05,['2021-05']
stop the sweeps austin,1,2689,2021-02,['2021-02']
uaem,1,2690,2021-02,['2021-02']
here 2 stay campaign,1,2691,2021-02,['2021-02']
lennox-inglewood tenants union,1,2692,2021-02,['2021-02']
la voice,1,2693,2021-02,['2021-02']
sanctuary4all colorado,1,2694,2021-02,['2021-02']
lexington housing justice collective,1,2695,2021-03,['2021-03']
the northwest bronx community and clergy coalition,1,2696,2021-03,['2021-03']
homeless shelter security officers,1,2697,2021-03,['2021-03']
ridgwood tenants union,1,2698,2021-03,['2021-03']
coulee tenants united,1,2699,2021-03,['2021-03']
stop chico's crimes against humanity,1,2700,2021-03,['2021-03']
people's city council-los angeles,1,2701,2021-03,['2021-03']
black point breeze matters,1,2702,2021-04,['2021-04']
evanston fight for black lives,1,2703,2021-03,['2021-03']
jobs and equal rights for all,1,2704,2021-03,['2021-03']
nj anti-war agenda,1,2705,2021-03,['2021-03']
central jersey coalition against endless war,1,2706,2021-03,['2021-03']
new york state youth leadership council,1,2707,2021-03,['2021-03']
freedom for immigrants,1,2708,2021-03,['2021-03']
new jersey industrial union council,1,2709,2021-03,['2021-03']
democrats for change nj,1,2710,2021-03,['2021-03']
north new jersey democratic socialists of america,1,2711,2021-03,['2021-03']
bergen county socialists,1,2712,2021-03,['2021-03']
global shapers,1,2713,2021-03,['2021-03']
east phillips neighborhood institute,1,2714,2021-03,['2021-03']
little earth of united tribes,1,2715,2021-03,['2021-03']
evanston rejects racist reparations,1,2716,2021-03,['2021-03']
oly housing now,1,2717,2021-01,['2021-01']
twin cities solidarity network,1,2718,2021-02,['2021-02']
sactivists,1,2719,2021-02,['2021-02']
campers,1,2720,2021-02,['2021-02']
lincoln tenant/housing newtork,1,2721,2021-02,['2021-02']
indivisible west suburban action league,1,2722,2021-02,['2021-02']
history never taught,1,2723,2021-02,['2021-02']
act-up philly,1,2724,2021-02,['2021-02']
naacp san jose,1,2725,2021-02,['2021-02']
i have a future,1,2726,2021-02,['2021-02']
ny landlords group,1,2727,2021-02,['2021-02']
fulton county landlords association,1,2728,2021-02,['2021-02']
the stonewall protests,1,2729,2021-02,['2021-02']
bull city tenants united,1,2730,2021-02,['2021-02']
central connecticut democratic socialists of america,1,2731,2021-02,['2021-02']
ct right to counsel coalition,1,2732,2021-02,['2021-02']
ct working families,1,2733,2021-02,['2021-02']
aft connecticut,1,2734,2021-02,['2021-02']
people's recovery ct,1,2735,2021-02,['2021-02']
council 4 afscme,1,2736,2021-02,['2021-02']
seiu district 1199 new england,1,2737,2021-02,['2021-02']
boston tenant coalition,1,2738,2021-02,['2021-02']
carthage progressives united,1,2739,2021-02,['2021-02']
joplin food not bombs,1,2740,2021-02,['2021-02']
progressive lateral aid network of pittsburg,1,2741,2021-02,['2021-02']
new york democratic socialists of america,1,2742,2021-02,['2021-02']
garden terrace tenants union,1,2743,2021-02,['2021-02']
mutual aid hartford,1,2744,2021-02,['2021-02']
connecticut education association,1,2745,2021-03,['2021-03']
building a better future,1,2746,2021-03,['2021-03']
stop the sweeps pdx,1,2747,2021-03,['2021-03']
cancel the rent dc,1,2748,2021-03,['2021-03']
cancel the rent coalition,1,2749,2021-03,['2021-03']
king county equity now,1,2750,2021-03,['2021-03']
seattle revolutionary socialists,1,2751,2021-03,['2021-03']
women's housing equality and enhancement league,1,2752,2021-03,['2021-03']
invest in our new york coalition,1,2753,2021-04,['2021-04']
alliance for quality education,1,2754,2021-04,['2021-04']
renew new england coalition,1,2755,2021-04,['2021-04']
home coalition,1,2756,2021-04,['2021-04']
kc homeless union,1,2757,2021-04,['2021-04']
candidates for elected office,1,2758,2021-03,['2021-03']
autonomous anarchist revolutionary front-la,1,2759,2021-04,['2021-04']
miami tenants union,1,2760,2021-04,['2021-04']
unete la villita,1,2761,2021-04,['2021-04']
detrioit eviction defense,1,2762,2021-04,['2021-04']
coalition for property tax justice,1,2763,2021-04,['2021-04']
alexa avilés for city council 2021,1,2764,2021-04,['2021-04']
marcela for ny,1,2765,2021-04,['2021-04']
mueller flats tenants association,1,2766,2021-04,['2021-04']
9500 tenants association,1,2767,2021-04,['2021-04']
congregations acting for justice and empowerment,1,2768,2021-04,['2021-04']
chapinas manos unidas,1,2769,2021-04,['2021-04']
unidad latina en accion,1,2770,2021-04,['2021-04']
black & brown united in action,1,2771,2021-04,['2021-04']
wilmington coalition,1,2772,2021-04,['2021-04']
dallas houseless committee,1,2773,2021-03,['2021-03']
tucson eviction defense coalition,1,2774,2021-03,['2021-03']
pima area labor federation,1,2775,2021-03,['2021-03']
barrio neighborhood coalition,1,2776,2021-03,['2021-03']
people's defense initiative,1,2777,2021-03,['2021-03']
jobs with justice tucson,1,2778,2021-03,['2021-03']
psl tucson,1,2779,2021-03,['2021-03']
historic fourth avenue coalition,1,2780,2021-03,['2021-03']
kansas poor people's campaign,1,2781,2021-03,['2021-03']
butte county shelter for all,1,2782,2021-03,['2021-03']
save our kaka'ako coalition,1,2783,2021-03,['2021-03']
friends of kewalos,1,2784,2021-03,['2021-03']
1921 walnut st association,1,2785,2021-03,['2021-03']
recovery for all,1,2786,2021-03,['2021-03']
bloomington dsa,1,2787,2021-03,['2021-03']
college democrats at indiana university,1,2788,2021-03,['2021-03']
pigeon hill pantry,1,2789,2021-03,['2021-03']
"rising rainbow coalition, inc.",1,2790,2021-03,['2021-03']
solidarity & defense,1,2791,2021-03,['2021-03']
washtenaw general defense committee,1,2792,2021-03,['2021-03']
upstate/downstate housing alliance,1,2793,2021-03,['2021-03']
american gi forum,1,2794,2021-03,['2021-03']
reliable revolutionaries,1,2795,2021-03,['2021-03']
save the febrey house,1,2796,2021-03,['2021-03']
more justice,1,2797,2021-03,['2021-03']
leaders rights organization,1,2798,2021-03,['2021-03']
southwest youth liberation front,1,2799,2021-03,['2021-03']
house of hope community development corporation,1,2800,2021-03,['2021-03']
solidarity budget,1,2801,2021-10,['2021-10']
indigenous leaders,1,2802,2021-10,['2021-10']
water protectors,1,2803,2021-10,['2021-10']
miami homes for all,1,2804,2021-10,['2021-10']
serve the people - pittsburgh,1,2805,2021-10,['2021-10']
kalamazoo revolutionary people's league,1,2806,2021-10,['2021-10']
community members from two bridges and chinatown,1,2807,2021-10,['2021-10']
legislator,1,2808,2021-10,['2021-10']
fair elections for new york,1,2809,2021-10,['2021-10']
metro new york health care for all,1,2810,2021-10,['2021-10']
"students from clark atlanta university along with morehouse, morris brown and spelman colleges",1,2811,2021-10,['2021-10']
sexual assault and rape awareness,1,2812,2021-10,['2021-10']
"students from clark, spelman, morehouse, and morris brown",1,2813,2021-10,['2021-10']
wake up 301,1,2814,2021-06,['2021-06']
end poverty now cleveland,1,2815,2021-10,['2021-10']
greater cleveland immigrant support network,1,2816,2021-10,['2021-10']
sunrise movement cleveland,1,2817,2021-10,['2021-10']
interreligious task force on central america,1,2818,2021-10,['2021-10']
loh of homeless congress,1,2819,2021-10,['2021-10']
don of greater cleveland immigrant support network,1,2820,2021-10,['2021-10']
greenpeace,1,2821,2021-10,['2021-10']
young wv,1,2822,2021-10,['2021-10']
our future wv,1,2823,2021-10,['2021-10']
rise up wv,1,2824,2021-10,['2021-10']
kenwood oakland community organization,1,2825,2021-10,['2021-10']
tenants union of washington state,1,2826,2021-10,['2021-10']
stop the station pittsburgh,1,2827,2021-10,['2021-10']
utilities for all,1,2828,2021-10,['2021-10']
renters alliance,1,2829,2021-09,['2021-09']
lacan,1,2830,2021-09,['2021-09']
people's city council,1,2831,2021-09,['2021-09']
central oregon peacekeepers,1,2832,2021-09,['2021-09']
people who self-identified as homeless,1,2833,2021-09,['2021-09']
nj antiwar agenda,1,2834,2021-09,['2021-09']
black is back coalition,1,2835,2021-09,['2021-09']
young ecosocialists,1,2836,2021-09,['2021-09']
philadelphia coalition for affordable communities,1,2837,2021-09,['2021-09']
outdoor enthusiasts,1,2838,2021-09,['2021-09']
hikers,1,2839,2021-09,['2021-09']
bikers,1,2840,2021-09,['2021-09']
sunrise gw,1,2841,2021-09,['2021-09']
harriett's wildest dreams,1,2842,2021-10,['2021-10']
airport little league,1,2843,2021-09,['2021-09']
party for socialism and liberation-florida,1,2844,2021-09,['2021-09']
sororities,1,2845,2021-09,['2021-09']
party for socialism and liberation - lancaster,1,2846,2021-09,['2021-09']
party for socialism and liberation-bay area,1,2847,2021-09,['2021-09']
ucsb for cost of living adjustment,1,2848,2021-09,['2021-09']
broome street tenants alliance,1,2849,2021-09,['2021-09']
fair housing advocates,1,2850,2021-10,['2021-10']
fair share coalition,1,2851,2021-10,['2021-10']
we act radio,1,2852,2021-10,['2021-10']
vanishing boise,1,2853,2021-10,['2021-10']
boise renters united,1,2854,2021-10,['2021-10']
charlevoix village association,1,2855,2021-10,['2021-10']
party for socialism and liberation-albuquerque,1,2856,2021-09,['2021-09']
alpha delta pi,1,2857,2021-11,['2021-11']
gw for israel,1,2858,2021-11,['2021-11']
kappa kappa gamma,1,2859,2021-11,['2021-11']
zeta beta tau,1,2860,2021-11,['2021-11']
delta sigma pi,1,2861,2021-11,['2021-11']
sigma delta tau,1,2862,2021-11,['2021-11']
resurgens collective,1,2863,2021-11,['2021-11']
stop the stadium,1,2864,2021-11,['2021-11']
housing is a human right,1,2865,2021-11,['2021-11']
bmore blxck,1,2866,2021-11,['2021-11']
freestate justice,1,2867,2021-11,['2021-11']
lower east side preservation initiative,1,2868,2021-11,['2021-11']
art deco society of new york,1,2869,2021-11,['2021-11']
residents of leesburg mobile park,1,2870,2021-10,['2021-10']
friends of the lower east side,1,2871,2021-11,['2021-11']
historic districts council,1,2872,2021-11,['2021-11']
new york landmarks conservancy,1,2873,2021-11,['2021-11']
village preservation,1,2874,2021-11,['2021-11']
3661 19th street tenants,1,2875,2021-11,['2021-11']
neighborhood assistance corporation of america,1,2876,2021-11,['2021-11']
uconn unchain,1,2877,2021-11,['2021-11']
connecticut dsa,1,2878,2021-11,['2021-11']
shelter association of washtenaw county,1,2879,2021-11,['2021-11']
washtenaw county housing alliance,1,2880,2021-11,['2021-11']
puget sound tenants union,1,2881,2021-11,['2021-11']
rebuild woonsocket,1,2882,2021-11,['2021-11']
youth climate activists,1,2883,2021-11,['2021-11']
friends of terra cotta,1,2884,2021-11,['2021-11']
adhikaar,1,2885,2021-10,['2021-10']
green new deal network,1,2886,2021-10,['2021-10']
coalition for humane immigrant rights,1,2887,2021-10,['2021-10']
black political empowerment project,1,2888,2021-10,['2021-10']
the pennsylvania interfaith impact network,1,2889,2021-10,['2021-10']
the alliance for police accountability,1,2890,2021-10,['2021-10']
casa san jose,1,2891,2021-10,['2021-10']
bend the arc jewish action pittsburgh,1,2892,2021-10,['2021-10']
black women⊙s policy center,1,2893,2021-10,['2021-10']
the create lab at carnegie mellon university,1,2894,2021-10,['2021-10']
just harvest,1,2895,2021-10,['2021-10']
the hazelwood initiative,1,2896,2021-10,['2021-10']
lawrenceville united,1,2897,2021-10,['2021-10']
sigma chi,1,2898,2021-11,['2021-11']
pittsburgh union of regional renters,1,2899,2021-10,['2021-10']
seiu health care pennsylvania,1,2900,2021-10,['2021-10']
sisters pgh,1,2901,2021-10,['2021-10']
abolitionist law center court watch,1,2902,2021-10,['2021-10']
ohio county democratic women's club,1,2903,2021-10,['2021-10']
west virginia naacp,1,2904,2021-10,['2021-10']
ohio county education association,1,2905,2021-10,['2021-10']
chabad colonials,1,2906,2021-11,['2021-11']
tau kappa epsilon,1,2907,2021-11,['2021-11']
gw hillel,1,2908,2021-11,['2021-11']
meor,1,2909,2021-11,['2021-11']
sigma kappa,1,2910,2021-11,['2021-11']
alpha epsilon phi,1,2911,2021-11,['2021-11']
pittsburgh restaurant workers aid,1,2912,2021-10,['2021-10']
don't evict pdx,1,2913,2021-06,['2021-06']
homeless men,1,2914,2021-07,['2021-07']
black yield,1,2915,2021-07,['2021-07']
queers,1,2916,2021-07,['2021-07']
flags across the south,1,2917,2021-07,['2021-07']
columbia racial justice coalition,1,2918,2021-07,['2021-07']
longshoremen for west oakland,1,2919,2021-07,['2021-07']
mothers,1,2920,2021-07,['2021-07']
i am a human colorado,1,2921,2021-07,['2021-07']
city councilmember,1,2922,2021-07,['2021-07']
lincoln tenant/housing network,1,2923,2021-07,['2021-07']
cham deliverance ministry,1,2924,2021-07,['2021-07']
community seva,1,2925,2021-07,['2021-07']
park 7 tenants union,1,2926,2021-09,['2021-09']
mauna kea protectors,1,2927,2021-07,['2021-07']
uc cops off campus,1,2928,2021-07,['2021-07']
black transgender activists,1,2929,2021-07,['2021-07']
