actor,occurrence_count,rank,first_appearance,unique_dates
michigan open carry,1,3148,2024-09,['2024-09']
uga ydsa,1,3149,2024-09,['2024-09']
haitian americans,1,3150,2024-09,['2024-09']
coalition to free incarerated survivors of torture,1,3151,2024-09,['2024-09']
wheels of palestine,1,3152,2024-09,['2024-09']
worker's movement for liberation,1,3153,2024-09,['2024-09']
national council,1,3154,2024-09,['2024-09']
former gang members,1,3155,2024-09,['2024-09']
gay-straight alliance national network,1,3156,2024-09,['2024-09']
caregivers,1,3157,2024-09,['2024-09']
moritz law students for justice in palestine,1,3158,2024-09,['2024-09']
union way of greater residents,1,3159,2024-09,['2024-09']
arkansas youth 4 social change,1,3160,2024-09,['2024-09']
nayborhood activists,1,3161,2024-09,['2024-09']
little rock freedom fund,1,3162,2024-09,['2024-09']
revolution rising,1,3163,2024-09,['2024-09']
sacramento area peace action,1,3164,2024-09,['2024-09']
sacramento ryot,1,3165,2024-09,['2024-09']
trans prisoners' rights coalition,1,3166,2024-09,['2024-09']
yale undergraduate prison project,1,3167,2024-09,['2024-09']
naacp at usc,1,3168,2024-09,['2024-09']
uta progressive student union,1,3169,2024-09,['2024-09']
cuny internationalist group,1,3170,2024-09,['2024-09']
letters for palestine pdx,1,3171,2024-09,['2024-09']
sjp houston,1,3172,2024-09,['2024-09']
sunrise movement pdx,1,3173,2024-09,['2024-09']
center for the independence of the disabled,1,3174,2024-09,['2024-09']
new orleans community oversight of police,1,3175,2024-09,['2024-09']
vote of the experienced,1,3176,2024-09,['2024-09']
new orleans stop helping israel⊙s ports,1,3177,2024-09,['2024-09']
ct students 4 palestine,1,3178,2024-09,['2024-09']
ct social workers for palestine,1,3179,2024-09,['2024-09']
wesleyan university's black student union,1,3180,2024-09,['2024-09']
wesleyan sjp,1,3181,2024-09,['2024-09']
naarpr,1,3182,2024-09,['2024-09']
colorado springs people⊙s coalition,1,3183,2024-09,['2024-09']
sjp at vcu,1,3184,2024-09,['2024-09']
vcu naacp,1,3185,2024-09,['2024-09']
kalikasan solidarity org,1,3186,2024-09,['2024-09']
student nonviolent coordinating committee,1,3187,2024-08,['2024-08']
tampa alliance against racist and political repression,1,3188,2024-08,['2024-08']
good trouble co-op,1,3189,2024-08,['2024-08']
puget sound anarchists,1,3190,2024-08,['2024-08']
candidates for elected office,1,3191,2024-08,['2024-08']
local republicans,1,3192,2024-08,['2024-08']
gun rights activists,1,3193,2024-08,['2024-08']
cape gun works,1,3194,2024-08,['2024-08']
international campaign to free kamau sadiki,1,3195,2024-08,['2024-08']
malaya san francisco,1,3196,2024-08,['2024-08']
the oscar grant committee,1,3197,2024-08,['2024-08']
tzedek,1,3198,2024-08,['2024-08']
nyu sjp,1,3199,2024-09,['2024-09']
university of chicago faculty and staff for justice in palestine,1,3200,2024-08,['2024-08']
chicago sjp,1,3201,2024-08,['2024-08']
pico california,1,3202,2024-08,['2024-08']
californians for safety and justice,1,3203,2024-08,['2024-08']
california legislative black caucus,1,3204,2024-08,['2024-08']
everlasting hope ministries,1,3205,2024-08,['2024-08']
bergen county students demand action,1,3206,2024-08,['2024-08']
asian american legal defense and education fund,1,3207,2024-08,['2024-08']
stop aaip hate,1,3208,2024-08,['2024-08']
aaip nj,1,3209,2024-08,['2024-08']
half the sky pacific northwest,1,3210,2024-08,['2024-08']
gabriela seattle,1,3211,2024-08,['2024-08']
resist u.s.-led war seattle,1,3212,2024-08,['2024-08']
national aarpr,1,3213,2024-08,['2024-08']
sjp school of visual arts,1,3214,2024-09,['2024-09']
arizona republican party,1,3215,2024-09,['2024-09']
national border patrol council,1,3216,2024-09,['2024-09']
justice 4 women task force,1,3217,2024-09,['2024-09']
young democrats of chatham county,1,3218,2024-09,['2024-09']
wa muslim youth for palestine,1,3219,2024-09,['2024-09']
nonprofit organizations,1,3220,2024-09,['2024-09']
local law enforcement,1,3221,2024-09,['2024-09']
pray,1,3222,2024-09,['2024-09']
advance peace,1,3223,2024-09,['2024-09']
mikey 23 foundation,1,3224,2024-09,['2024-09']
rise and resist nyc,1,3225,2024-09,['2024-09']
julian assange defense committee,1,3226,2024-08,['2024-08']
dc residents,1,3227,2024-09,['2024-09']
struggle / la lucha for socialism,1,3228,2024-09,['2024-09']
justice coalition,1,3229,2024-09,['2024-09']
nyc workers for palestine,1,3230,2024-09,['2024-09']
rockland for ceasefire,1,3231,2024-09,['2024-09']
medical students for justice in palestine,1,3232,2024-09,['2024-09']
palestine solidarity association hunter college,1,3233,2024-09,['2024-09']
penn faculty for justice in palestine,1,3234,2024-09,['2024-09']
ny revolutionary youth,1,3235,2024-09,['2024-09']
dickinson for palestinian liberation,1,3236,2024-09,['2024-09']
african people⊙s socialist party,1,3237,2024-08,['2024-08']
union del bario,1,3238,2024-08,['2024-08']
committee to stop fbi repression,1,3239,2024-08,['2024-08']
echo,1,3240,2024-09,['2024-09']
chicago area activist coalition for justice,1,3241,2025-01,['2025-01']
we got us,1,3242,2025-01,['2025-01']
about face veterans against the war,1,3243,2025-01,['2025-01']
chicago religious leadership network on latin america,1,3244,2025-01,['2025-01']
gay liberation network,1,3245,2025-01,['2025-01']
stop trans genocide,1,3246,2025-01,['2025-01']
afsc of colorado,1,3247,2025-01,['2025-01']
rocky mountain peace & justice center,1,3248,2025-01,['2025-01']
mayday club colorado,1,3249,2025-01,['2025-01']
jvp colorado,1,3250,2025-01,['2025-01']
flamboyan theatre,1,3251,2025-01,['2025-01']
families4falasteen,1,3252,2025-01,['2025-01']
response,1,3253,2025-01,['2025-01']
center for freedom and justice colorado,1,3254,2025-01,['2025-01']
aurora immigrant protection network,1,3255,2025-01,['2025-01']
aurora education association,1,3256,2025-01,['2025-01']
new school sjp,1,3257,2025-01,['2025-01']
anti-imperialist student front (cuny),1,3258,2025-01,['2025-01']
bronx anti-war coalition: workers world party,1,3259,2025-01,['2025-01']
transformative justice coalition,1,3260,2025-01,['2025-01']
ahmaud marquez arbery foundation,1,3261,2025-01,['2025-01']
vigil for palestine,1,3262,2025-01,['2025-01']
winchester4palestine,1,3263,2025-01,['2025-01']
we act radio,1,3264,2025-01,['2025-01']
sag-aftra and sister guild members for ceasefire,1,3265,2025-01,['2025-01']
east colfax community collective,1,3266,2025-01,['2025-01']
electeds,1,3267,2025-01,['2025-01']
ontario united for liberation,1,3268,2025-01,['2025-01']
greater milwaukee green party,1,3269,2025-01,['2025-01']
milwaukee mamas for (collective) liberation,1,3270,2025-01,['2025-01']
peace action wisconsin,1,3271,2025-01,['2025-01']
southern colorado black & pink,1,3272,2025-01,['2025-01']
chicago educators for palestine,1,3273,2025-01,['2025-01']
mennonite action chicago,1,3274,2025-01,['2025-01']
world beyond war - illinois,1,3275,2025-01,['2025-01']
workers strike back,1,3276,2025-01,['2025-01']
chicago socialist alternative,1,3277,2025-01,['2025-01']
occupy elgin,1,3278,2025-01,['2025-01']
jericho chicago,1,3279,2025-01,['2025-01']
chicago faith coalition on middle east policy,1,3280,2025-01,['2025-01']
fox valley citizens for peace and justice,1,3281,2025-01,['2025-01']
chicago liberation center,1,3282,2025-01,['2025-01']
peoples response network,1,3283,2025-01,['2025-01']
push for 5 coalition,1,3284,2025-01,['2025-01']
ifnotnow chicago,1,3285,2025-01,['2025-01']
justicia en ayotzinapa,1,3286,2025-01,['2025-01']
mi vilita neighbors,1,3287,2025-01,['2025-01']
malcolm x grass roots movement,1,3288,2025-01,['2025-01']
committee for a just peace in israel and palestine,1,3289,2025-01,['2025-01']
alma de ezote,1,3290,2025-01,['2025-01']
al hub,1,3291,2025-01,['2025-01']
la voz de los abajos,1,3292,2025-01,['2025-01']
tempest,1,3293,2025-01,['2025-01']
the heartbeat collective,1,3294,2025-01,['2025-01']
east bay families for ceasefire,1,3295,2025-01,['2025-01']
united workers center,1,3296,2025-01,['2025-01']
immigrant solidarity dupage,1,3297,2025-01,['2025-01']
hana center,1,3298,2025-01,['2025-01']
chicago sds,1,3299,2025-01,['2025-01']
american party of labor,1,3300,2025-01,['2025-01']
green party erie county,1,3301,2025-01,['2025-01']
bernalilo county democratic party,1,3302,2025-01,['2025-01']
el centro del iqualdad y derechos,1,3303,2025-01,['2025-01']
faith roots reproductive action,1,3304,2025-01,['2025-01']
pueblo action alliance,1,3305,2025-01,['2025-01']
peoplepodium,1,3306,2025-01,['2025-01']
shenco indivisible,1,3307,2025-01,['2025-01']
williamsburg jcc indivisible,1,3308,2025-01,['2025-01']
urge: unite for reproductive & gender equity,1,3309,2025-01,['2025-01']
georgetown university college democrats,1,3310,2025-01,['2025-01']
georgetown students demand action,1,3311,2025-01,['2025-01']
national domestic workers alliance,1,3312,2025-01,['2025-01']
maryland poor people's campaign,1,3313,2025-01,['2025-01']
justice for all ventura county,1,3314,2025-01,['2025-01']
new feminists for justice,1,3315,2025-01,['2025-01']
jackson county nc democrats,1,3316,2025-01,['2025-01']
indivisible commonground wnc,1,3317,2025-01,['2025-01']
safe passage,1,3318,2025-01,['2025-01']
new mexico women's march,1,3319,2025-01,['2025-01']
the olive guardians,1,3320,2025-01,['2025-01']
montgomery county palestine solidarity network,1,3321,2025-01,['2025-01']
maryland2palestine,1,3322,2025-01,['2025-01']
labor for palestine national network,1,3323,2025-01,['2025-01']
katarungan dc,1,3324,2025-01,['2025-01']
sjp at william & mary,1,3325,2025-01,['2025-01']
cuba and venezuela solidarity committee,1,3326,2025-01,['2025-01']
brookland manor coalition,1,3327,2025-01,['2025-01']
anakbayan montgomery county,1,3328,2025-01,['2025-01']
anakbayan dc,1,3329,2025-01,['2025-01']
union de vecinos,1,3330,2025-01,['2025-01']
los angeles tenants union,1,3331,2025-01,['2025-01']
indigenous justice,1,3332,2025-01,['2025-01']
diaspora p'alante collective,1,3333,2025-01,['2025-01']
damayan,1,3334,2025-01,['2025-01']
chicanxs unidxs orange county,1,3335,2025-01,['2025-01']
friends of the filipino pople in struggle,1,3336,2025-01,['2025-01']
orange county dsa,1,3337,2025-01,['2025-01']
up against the occupation,1,3338,2025-01,['2025-01']
carp,1,3339,2025-01,['2025-01']
philly socialists,1,3340,2025-01,['2025-01']
koreans 4 decolonization,1,3341,2025-01,['2025-01']
healthcare workers for palestine philadelphia,1,3342,2025-01,['2025-01']
philadelphia aarpr,1,3343,2025-01,['2025-01']
philly alliance against imperialism,1,3344,2025-01,['2025-01']
philadelphia sjp coalition,1,3345,2025-01,['2025-01']
ifco/pastors for peace,1,3346,2025-01,['2025-01']
students for quality education,1,3347,2025-03,['2025-03']
national association of letter carriers branch 540,1,3348,2025-03,['2025-03']
family and friends of shamoya mckenzie,1,3349,2017-01,['2017-01']
usps workers,1,3350,2025-03,['2025-03']
maine state association of letter carriers,1,3351,2025-03,['2025-03']
american postal workers union,1,3352,2025-03,['2025-03']
uvm progs,1,3353,2025-03,['2025-03']
amigos de guadalupe,1,3354,2025-03,['2025-03']
lived experience advisory committee,1,3355,2025-03,['2025-03']
indian health center,1,3356,2025-03,['2025-03']
unhoused response group,1,3357,2025-03,['2025-03']
direct action everywhere,1,3358,2025-03,['2025-03']
advocacy for immigrants,1,3359,2025-01,['2025-01']
harriet tubman center for social justice representatives,1,3360,2025-03,['2025-03']
united auto workers local 4811,1,3361,2025-03,['2025-03']
uaw local 4811,1,3362,2025-03,['2025-03']
"palestinian youth movement⊙s los angeles, orange county and inland empire chapter",1,3363,2025-03,['2025-03']
students for justice in palestine at ucla,1,3364,2025-03,['2025-03']
dupage county democrats,1,3365,2025-03,['2025-03']
philadelphia democratic socialists of america,1,3366,2025-03,['2025-03']
ifnotnow philadelphia,1,3367,2025-03,['2025-03']
council on american-islamic relations philadelphia,1,3368,2025-03,['2025-03']
asian americans united,1,3369,2025-03,['2025-03']
not another bomb,1,3370,2025-03,['2025-03']
palestinian american,1,3371,2025-03,['2025-03']
"united union of roofers, waterproofers, and allied workers local 36",1,3372,2025-03,['2025-03']
abolition action committee,1,3373,2017-01,['2017-01']
alum,1,3374,2025-04,['2025-04']
indivisible greater portland maine,1,3375,2025-04,['2025-04']
portland indivisible,1,3376,2025-04,['2025-04']
postal workers rank and file committee,1,3377,2025-04,['2025-04']
tn7 indivisible,1,3378,2025-04,['2025-04']
hands off!,1,3379,2025-04,['2025-04']
palm beach indivisible,1,3380,2025-04,['2025-04']
speaking up for america,1,3381,2025-04,['2025-04']
progressive women of arlington,1,3382,2025-04,['2025-04']
the montgomery county jail coalition,1,3383,2025-04,['2025-04']
price county democrats,1,3384,2025-04,['2025-04']
california faculty association,1,3385,2025-03,['2025-03']
collin county democratic party,1,3386,2025-04,['2025-04']
soky indivisible,1,3387,2025-04,['2025-04']
regulate guns not women,1,3388,2025-04,['2025-04']
reproductive freedom for all georgia,1,3389,2025-04,['2025-04']
common defense,1,3390,2025-04,['2025-04']
working families power,1,3391,2025-04,['2025-04']
georgia 50501,1,3392,2025-04,['2025-04']
world workers party,1,3393,2025-04,['2025-04']
african and african american resistance organization,1,3394,2025-04,['2025-04']
harvard out of palestine,1,3395,2025-04,['2025-04']
veterans for change,1,3396,2025-03,['2025-03']
former correctional officers,1,3397,2025-03,['2025-03']
rhode island rifle & revolver association,1,3398,2025-03,['2025-03']
indivisible oklahoma,1,3399,2025-04,['2025-04']
solon democratic club,1,3400,2025-02,['2025-02']
hillcrest democratic club,1,3401,2025-02,['2025-02']
south euclid democratic club,1,3402,2025-02,['2025-02']
lyndhurst democratic club,1,3403,2025-02,['2025-02']
freeher ma,1,3404,2025-02,['2025-02']
south lake tahoe solidarity network,1,3405,2025-02,['2025-02']
peace love tahoe,1,3406,2025-02,['2025-02']
zensational yoga,1,3407,2025-02,['2025-02']
lake tahoe pride,1,3408,2025-02,['2025-02']
common cause rhode island,1,3409,2025-02,['2025-02']
pac ri,1,3410,2025-02,['2025-02']
black lives matter ri,1,3411,2025-02,['2025-02']
rabbis for ceasefire,1,3412,2025-03,['2025-03']
indivisible ri,1,3413,2025-02,['2025-02']
rhode island working families party,1,3414,2025-02,['2025-02']
portland sisters of perpetual indulgence order of the benevolent bliss,1,3415,2025-02,['2025-02']
fortune society,1,3416,2025-02,['2025-02']
twin cities dsa,1,3417,2025-02,['2025-02']
mn free palestine coalition,1,3418,2025-02,['2025-02']
alianza latina internacional,1,3419,2025-02,['2025-02']
lex4palestine,1,3420,2025-02,['2025-02']
flxrrn,1,3421,2025-02,['2025-02']
geneva women's assembly,1,3422,2025-02,['2025-02']
ny-9 neighbors,1,3423,2025-01,['2025-01']
trans protection party,1,3424,2025-01,['2025-01']
gvsu progressive student union,1,3425,2025-01,['2025-01']
climate action ri,1,3426,2025-02,['2025-02']
free palestine car convoy,1,3427,2025-03,['2025-03']
food fight,1,3428,2025-03,['2025-03']
palavar,1,3429,2025-03,['2025-03']
shut it down,1,3430,2025-03,['2025-03']
nyc jail support,1,3431,2025-03,['2025-03']
pro peace boston,1,3432,2025-03,['2025-03']
"israelis, palestinians and allies for justice, equality and freedom",1,3433,2025-03,['2025-03']
new mexico firearm industry association,1,3434,2025-03,['2025-03']
new mexico sports shooting association,1,3435,2025-03,['2025-03']
san joaquín valley resistance,1,3436,2025-03,['2025-03']
grandmothers against gun violence,1,3437,2025-03,['2025-03']
animal rescue,1,3438,2025-03,['2025-03']
progress neo,1,3439,2025-02,['2025-02']
indivisible portola valley,1,3440,2025-03,['2025-03']
50501 rhode island,1,3441,2025-03,['2025-03']
rhode island community of concerned citizens,1,3442,2025-03,['2025-03']
mountaineers indivisible,1,3443,2025-03,['2025-03']
indivisible southern delaware,1,3444,2025-03,['2025-03']
formerly incarcerated individuals,1,3445,2025-03,['2025-03']
we can lead change fox valley,1,3446,2025-03,['2025-03']
the texan coalition to prevent gun violence,1,3447,2025-02,['2025-02']
pines hill community members,1,3448,2025-02,['2025-02']
nebraska moms demand action for gun sense in america,1,3449,2025-02,['2025-02']
national oceanic and atmostpheric administration workers,1,3450,2025-02,['2025-02']
national oceanic and atmostpheric administration,1,3451,2025-02,['2025-02']
"black lives matter, memphis",1,3452,2025-02,['2025-02']
families demanding justice,1,3453,2025-03,['2025-03']
city of hudson,1,3454,2025-01,['2025-01']
columbia county democratic committee,1,3455,2025-01,['2025-01']
we the people greenville,1,3456,2025-01,['2025-01']
interfaith council of franklin county,1,3457,2025-01,['2025-01']
