actor,occurrence_count,rank,first_appearance,unique_dates
glad law,1,3866,2024-12,['2024-12']
rural oklahoma pride,1,3867,2024-03,['2024-03']
yes on 4 florida,1,3868,2024-04,['2024-04']
cancer society cancer action network,1,3869,2024-03,['2024-03']
lgb alliance usa,1,3870,2024-12,['2024-12']
philly healthcare workers for palestine,1,3871,2024-03,['2024-03']
vermont federation of nurses & health professionals,1,3872,2024-12,['2024-12']
charlotte united for palestine,1,3873,2024-03,['2024-03']
housing justice clt,1,3874,2024-03,['2024-03']
jvp charlotte,1,3875,2024-03,['2024-03']
uvmmc support staff united,1,3876,2024-12,['2024-12']
psl carolinas,1,3877,2024-03,['2024-03']
northern colorado liberation coalition,1,3878,2024-03,['2024-03']
high desert for palestine,1,3879,2024-03,['2024-03']
fort collins for ceasefire in palestine: veterans for peace,1,3880,2024-12,['2024-12']
parents of medically-complex kids,1,3881,2024-03,['2024-03']
it takes a village,1,3882,2024-12,['2024-12']
graduate employees,1,3883,2024-03,['2024-03']
msu graduate employees union,1,3884,2024-03,['2024-03']
national faith leaders,1,3885,2024-03,['2024-03']
fellowship of reconciliation,1,3886,2024-03,['2024-03']
friends of sabeel north america,1,3887,2024-03,['2024-03']
churches for middle east peace,1,3888,2024-03,['2024-03']
nonviolence international,1,3889,2024-03,['2024-03']
christians for ceasefire,1,3890,2024-03,['2024-03']
the center on colfax,1,3891,2024-12,['2024-12']
lead with love,1,3892,2024-12,['2024-12']
graduate students 4 palestine,1,3893,2024-03,['2024-03']
healtcare workers,1,3894,2024-12,['2024-12']
lax workers,1,3895,2024-12,['2024-12']
squeaky pig chamber orchestra,1,3896,2024-03,['2024-03']
people impacted by the fossil fuel industry,1,3897,2024-03,['2024-03']
seiu-united service workers west members,1,3898,2024-12,['2024-12']
dignity not detention,1,3899,2024-12,['2024-12']
ice out of california,1,3900,2024-12,['2024-12']
1199seiu union,1,3901,2024-03,['2024-03']
homeless new yorkers,1,3902,2024-03,['2024-03']
caaav,1,3903,2024-03,['2024-03']
african - african american resistance organization,1,3904,2024-03,['2024-03']
partido laboral progresista,1,3905,2024-12,['2024-12']
angels unaware,1,3906,2024-12,['2024-12']
ucf students for a democratic society,1,3907,2024-03,['2024-03']
historic richmond,1,3908,2024-03,['2024-03']
palestinian house of new england,1,3909,2024-03,['2024-03']
berklee students for justice in palestine,1,3910,2024-03,['2024-03']
love and justice in the streets,1,3911,2024-12,['2024-12']
the sunbird movement,1,3912,2024-03,['2024-03']
poor and low-wealth people,1,3913,2024-03,['2024-03']
physicians for social responsibility,1,3914,2024-03,['2024-03']
episcopal diocese of massachusetts,1,3915,2024-03,['2024-03']
housing=health,1,3916,2024-03,['2024-03']
"1199seiu, the labor council for latin american advancement",1,3917,2024-03,['2024-03']
seiu local 26,1,3918,2024-03,['2024-03']
rise palestine,1,3919,2024-03,['2024-03']
hawai'i for palestine,1,3920,2024-03,['2024-03']
central florida queers for palestine,1,3921,2024-03,['2024-03']
florida palestine network,1,3922,2024-03,['2024-03']
real orlando,1,3923,2024-03,['2024-03']
self help hunger programm,1,3924,2024-12,['2024-12']
end to genocide coalition,1,3925,2024-03,['2024-03']
young and old leftists,1,3926,2024-03,['2024-03']
young palestinian men and women,1,3927,2024-03,['2024-03']
parents with babies and toddlers,1,3928,2024-03,['2024-03']
arab resource and organizing center,1,3929,2024-03,['2024-03']
aetna st solidarity,1,3930,2024-12,['2024-12']
citizens for peace hawaii,1,3931,2024-03,['2024-03']
dc artists against apartheid,1,3932,2024-03,['2024-03']
savage sisters recovery inc.,1,3933,2024-03,['2024-03']
bds boston,1,3934,2024-03,['2024-03']
independent women's network,1,3935,2024-03,['2024-03']
rocky mountain women's network,1,3936,2024-03,['2024-03']
monterey palestine solidarity,1,3937,2024-12,['2024-12']
shoes off collective,1,3938,2024-12,['2024-12']
young feminist party of amherst,1,3939,2024-12,['2024-12']
family of victims,1,3940,2024-12,['2024-12']
maine service employees association,1,3941,2024-12,['2024-12']
medical interpreters,1,3942,2024-12,['2024-12']
mixed kollective,1,3943,2024-12,['2024-12']
psl atlanta,1,3944,2024-12,['2024-12']
gcv education fund,1,3945,2024-12,['2024-12']
community action now,1,3946,2024-12,['2024-12']
coalition to shut down biolab,1,3947,2024-12,['2024-12']
protect kids colorado,1,3948,2024-03,['2024-03']
let kids be kids,1,3949,2024-03,['2024-03']
we are not invisible,1,3950,2024-12,['2024-12']
new york state nurses union,1,3951,2024-03,['2024-03']
indiana parkinson⊙s action coalition,1,3952,2024-03,['2024-03']
rhode island poor peoples campaign,1,3953,2024-03,['2024-03']
human dignity project,1,3954,2024-03,['2024-03']
where do we go?,1,3955,2024-12,['2024-12']
san diego veterans,1,3956,2024-12,['2024-12']
new york healthcare workers for palestine,1,3957,2024-04,['2024-04']
student workers of columbia university uaw local 2110,1,3958,2024-04,['2024-04']
interfaith 4 ceasefire,1,3959,2024-11,['2024-11']
princeton israeli apartheid divest,1,3960,2024-04,['2024-04']
palestinian solidarity forum of utah,1,3961,2024-04,['2024-04']
school principals,1,3962,2024-04,['2024-04']
interfaith movement for human integrity,1,3963,2024-11,['2024-11']
office of adolescent health,1,3964,2024-04,['2024-04']
service employees international union local 1,1,3965,2024-04,['2024-04']
jobs with justice - san franciso,1,3966,2024-11,['2024-11']
chavurah for a free palestine,1,3967,2024-11,['2024-11']
center for health & hope,1,3968,2024-12,['2024-12']
pangea legal services,1,3969,2024-11,['2024-11']
surj,1,3970,2024-11,['2024-11']
immigrant rights advocates,1,3971,2024-11,['2024-11']
palestine revolution,1,3972,2024-03,['2024-03']
brooklyn college sjp,1,3973,2024-11,['2024-11']
la crosse democratic party,1,3974,2024-03,['2024-03']
rural action,1,3975,2024-11,['2024-11']
uwt progressive student union,1,3976,2024-11,['2024-11']
climate alliance of the south sound,1,3977,2024-11,['2024-11']
dmv students for justice in palestine,1,3978,2024-03,['2024-03']
animal rights for palestine,1,3979,2024-03,['2024-03']
vigil for gaza,1,3980,2024-03,['2024-03']
facilities and hospitality workers at the university of new haven,1,3981,2024-04,['2024-04']
resist u.s.-led war portland,1,3982,2024-11,['2024-11']
valley clean air now,1,3983,2024-04,['2024-04']
gasp,1,3984,2024-04,['2024-04']
advocates for public education policy,1,3985,2024-04,['2024-04']
east bay families for ceasefire,1,3986,2024-11,['2024-11']
party for socialism and liberation's phoenix chapter,1,3987,2024-04,['2024-04']
brady: united against gun violence,1,3988,2024-04,['2024-04']
united food and commercial workers local 1776,1,3989,2024-04,['2024-04']
houston high school students,1,3990,2024-04,['2024-04']
coffee revolution stl,1,3991,2024-04,['2024-04']
gateway greens,1,3992,2024-04,['2024-04']
accountable tech,1,3993,2024-04,['2024-04']
berkeley families for collective liberation,1,3994,2024-11,['2024-11']
pal-awda mothers' committee,1,3995,2024-11,['2024-11']
white kites resistance,1,3996,2024-11,['2024-11']
irvine asians for peace,1,3997,2024-04,['2024-04']
jewish voice for peace south florida,1,3998,2024-04,['2024-04']
florida international university students for justice in palestine,1,3999,2024-04,['2024-04']
take 'em down jax,1,4000,2024-04,['2024-04']
a woman's choice inc.,1,4001,2024-04,['2024-04']
brooklyn families for palestine,1,4002,2024-11,['2024-11']
nyc psl,1,4003,2024-11,['2024-11']
palestine legal,1,4004,2024-11,['2024-11']
suicide awareness voices of education,1,4005,2024-04,['2024-04']
stl psc,1,4006,2024-04,['2024-04']
black trans liberation,1,4007,2024-03,['2024-03']
ny-10 neighbors solidarity with palestine,1,4008,2024-11,['2024-11']
movement to birth liberation,1,4009,2024-03,['2024-03']
reclaim pride coalition - new york city,1,4010,2024-03,['2024-03']
reproductive justice collective new york,1,4011,2024-03,['2024-03']
students for a sustainable campus,1,4012,2024-03,['2024-03']
nysut,1,4013,2024-11,['2024-11']
brookhaven memorial federation of nurses and healthcare professionals,1,4014,2024-11,['2024-11']
mothers against media addiction,1,4015,2024-03,['2024-03']
west virginia education association,1,4016,2024-11,['2024-11']
united mine workers of america,1,4017,2024-11,['2024-11']
global solidarity network,1,4018,2024-03,['2024-03']
mad river valley clinic workers,1,4019,2024-11,['2024-11']
mercury cafe union,1,4020,2024-11,['2024-11']
current and former workers,1,4021,2024-11,['2024-11']
freedom community center,1,4022,2024-11,['2024-11']
watch me rise minneapolis,1,4023,2024-11,['2024-11']
sjp at osu,1,4024,2024-11,['2024-11']
osiders 4 palestine,1,4025,2024-11,['2024-11']
sacramento regional coalition for palestine,1,4026,2024-11,['2024-11']
tampa bay area dream defenders,1,4027,2024-11,['2024-11']
from tampa to palestine,1,4028,2024-11,['2024-11']
san diego storm,1,4029,2024-11,['2024-11']
save our state washington state,1,4030,2024-11,['2024-11']
austin sds,1,4031,2024-11,['2024-11']
kabataan alliance,1,4032,2024-11,['2024-11']
mennonites,1,4033,2024-03,['2024-03']
mennonite action,1,4034,2024-03,['2024-03']
decarcerate kc,1,4035,2024-03,['2024-03']
student employees,1,4036,2024-03,['2024-03']
arc minnesota,1,4037,2024-03,['2024-03']
resist u.s.-led war seattle,1,4038,2024-11,['2024-11']
autism society of minnesota,1,4039,2024-03,['2024-03']
corewell nurses,1,4040,2024-11,['2024-11']
down syndrome association of minnesota,1,4041,2024-03,['2024-03']
carolina peace center,1,4042,2024-03,['2024-03']
"women, disabled, immigrant, lgbtqia+, indigenous, jewish, christian, and muslim community members",1,4043,2024-03,['2024-03']
metropolitan anarchist coordinating council,1,4044,2024-03,['2024-03']
triangle healthcare workers for palestine,1,4045,2024-03,['2024-03']
warm up boston,1,4046,2024-11,['2024-11']
supporters of abortion rights,1,4047,2024-03,['2024-03']
amarillo reproductive freedom alliance,1,4048,2024-03,['2024-03']
freedom fighters coalition,1,4049,2024-11,['2024-11']
new york state right to life,1,4050,2024-03,['2024-03']
lee county labor chapter,1,4051,2024-03,['2024-03']
working women,1,4052,2024-11,['2024-11']
justice for east palestine residents and workers,1,4053,2024-03,['2024-03']
new york abortion doulas,1,4054,2024-03,['2024-03']
tempest,1,4055,2024-03,['2024-03']
bk forge,1,4056,2024-03,['2024-03']
united liberation front,1,4057,2024-03,['2024-03']
amor rhode island,1,4058,2024-08,['2024-08']
the greater albany education association,1,4059,2024-09,['2024-09']
employees of steward health care's carney hospital,1,4060,2024-08,['2024-08']
daniel⊙s law coaliton - ny,1,4061,2024-09,['2024-09']
ican,1,4062,2024-09,['2024-09']
stop project maple,1,4063,2024-09,['2024-09']
atlanta dsa,1,4064,2024-08,['2024-08']
psl gainesville,1,4065,2024-08,['2024-08']
connecticut league of conservation voters,1,4066,2024-09,['2024-09']
frso denver,1,4067,2024-08,['2024-08']
alliance for safety and justice,1,4068,2024-09,['2024-09']
pilly families for ceasefire,1,4069,2024-05,['2024-05']
behavior healthcare workers,1,4070,2024-08,['2024-08']
"seiu healthcare 1199nw,",1,4071,2024-08,['2024-08']
amazon workers,1,4072,2024-07,['2024-07']
afscme local 3299,1,4073,2024-07,['2024-07']
crime survivors for safety and justice,1,4074,2024-09,['2024-09']
children of workers,1,4075,2024-07,['2024-07']
mothers against gang violence,1,4076,2024-09,['2024-09']
service employee international union healthcare michigan,1,4077,2024-07,['2024-07']
the movement to end privatization of medicare bay area,1,4078,2024-07,['2024-07']
tourism workers rising la,1,4079,2024-07,['2024-07']
carney hospital employees,1,4080,2024-07,['2024-07']
the original black panther party,1,4081,2024-07,['2024-07']
officials,1,4082,2024-08,['2024-08']
anakbyan dc,1,4083,2024-08,['2024-08']
jvp dc metro,1,4084,2024-08,['2024-08']
j-town action & solidarity,1,4085,2024-08,['2024-08']
little tokyo against gentrification,1,4086,2024-08,['2024-08']
bergen county students demand action,1,4087,2024-08,['2024-08']
blm paterson,1,4088,2024-08,['2024-08']
stop aaip hate,1,4089,2024-08,['2024-08']
aaip nj,1,4090,2024-08,['2024-08']
anti us israeli imperialism in the middle east,1,4091,2024-09,['2024-09']
havasupai tribe,1,4092,2024-09,['2024-09']
international league of peoples' struggle,1,4093,2024-08,['2024-08']
hawaii nurses⊙ association,1,4094,2024-09,['2024-09']
anti-war committee chicago,1,4095,2024-08,['2024-08']
frso chicago,1,4096,2024-08,['2024-08']
the clean up tva coalition,1,4097,2024-09,['2024-09']
veteran assurance network,1,4098,2024-09,['2024-09']
march on the dnc,1,4099,2024-08,['2024-08']
queer and trans community action project,1,4100,2024-08,['2024-08']
high schoolers,1,4101,2024-08,['2024-08']
freeher,1,4102,2024-08,['2024-08']
chosen for change,1,4103,2024-08,['2024-08']
former rainbow health employees,1,4104,2024-08,['2024-08']
local community,1,4105,2024-08,['2024-08']
si se puede collective,1,4106,2024-08,['2024-08']
hopi tribe,1,4107,2024-09,['2024-09']
international workers alliance of rank-and-file committees,1,4108,2024-07,['2024-07']
stanford sjp,1,4109,2024-10,['2024-10']
twin cities coalition for justice,1,4110,2024-10,['2024-10']
world socialist web site,1,4111,2024-07,['2024-07']
cease-fire now nj,1,4112,2024-07,['2024-07']
black lives matter minnesota,1,4113,2024-10,['2024-10']
black lives matter twin cities metro,1,4114,2024-10,['2024-10']
world socialist revolution,1,4115,2024-07,['2024-07']
alexandria for palestine,1,4116,2024-07,['2024-07']
athletes,1,4117,2024-10,['2024-10']
grassroots global justice alliance,1,4118,2024-07,['2024-07']
crime survivors,1,4119,2024-09,['2024-09']
the national labor network for ceasefire,1,4120,2024-07,['2024-07']
art 444 the community,1,4121,2024-10,['2024-10']
os wp,1,4122,2024-10,['2024-10']
central ohio revolutionary socialists,1,4123,2024-10,['2024-10']
colorado springs people⊙s coalition,1,4124,2024-10,['2024-10']
ups and us postal service rank-and-file committees,1,4125,2024-07,['2024-07']
dmv sjp coalition,1,4126,2024-07,['2024-07']
fresno center for non-violence,1,4127,2024-07,['2024-07']
peace fresno,1,4128,2024-07,['2024-07']
fresno for palestine,1,4129,2024-07,['2024-07']
fresno peace coalition,1,4130,2024-07,['2024-07']
palestine liberation group,1,4131,2024-07,['2024-07']
artists for liberation,1,4132,2024-10,['2024-10']
until freedom,1,4133,2024-07,['2024-07']
the underground foundation,1,4134,2024-07,['2024-07']
bell county democratic party,1,4135,2024-07,['2024-07']
stony brook sjp,1,4136,2024-09,['2024-09']
united food and commercial workers local 324,1,4137,2024-09,['2024-09']
dakota resource council,1,4138,2024-07,['2024-07']
labor leader,1,4139,2024-07,['2024-07']
lgbtq+ advocates,1,4140,2024-07,['2024-07']
older individuals,1,4141,2024-07,['2024-07']
bds movement,1,4142,2024-09,['2024-09']
wake up sonoma,1,4143,2024-07,['2024-07']
stanford medical community for palestine,1,4144,2024-10,['2024-10']
dsa east bay,1,4145,2024-07,['2024-07']
unite here local 2 union,1,4146,2024-09,['2024-09']
save our city,1,4147,2024-09,['2024-09']
american jewish medical association,1,4148,2024-09,['2024-09']
american federation of labor,1,4149,2024-07,['2024-07']
8th district wisconsin democrats,1,4150,2024-10,['2024-10']
american federation of government,1,4151,2024-07,['2024-07']
city union of baltimore,1,4152,2024-07,['2024-07']
friends of chesterfield,1,4153,2024-07,['2024-07']
como jews for ceasefire,1,4154,2024-07,['2024-07']
the charlie atkins chapter of veterans for peace,1,4155,2024-07,['2024-07']
mid-missouri fellowship of reconciliation,1,4156,2024-07,['2024-07']
vigil4gaza,1,4157,2024-07,['2024-07']
temple students for justice in palestine,1,4158,2024-09,['2024-09']
jackson county military coalition,1,4159,2024-08,['2024-08']
diaspora pa'lante collective,1,4160,2024-08,['2024-08']
boriken liberation front chicago,1,4161,2024-08,['2024-08']
chicago labor for palestine,1,4162,2024-08,['2024-08']
unidos por el puebo,1,4163,2024-08,['2024-08']
ichrp,1,4164,2024-08,['2024-08']
anakbayan usa,1,4165,2024-08,['2024-08']
sjp chicago,1,4166,2024-08,['2024-08']
stop shotspotter campaign,1,4167,2024-08,['2024-08']
100.0,1,4168,2024-08,['2024-08']
dc families for ceasefire,1,4169,2024-08,['2024-08']
united health professionals of new mexico,1,4170,2024-08,['2024-08']
massachusetts law reform institute,1,4171,2024-08,['2024-08']
homes for all,1,4172,2024-08,['2024-08']
philly democratic socialists of america,1,4173,2024-09,['2024-09']
massachusetts coalition for the homeless,1,4174,2024-08,['2024-08']
families with babies in strollers,1,4175,2024-08,['2024-08']
philadelphia alliance against imperialism,1,4176,2024-09,['2024-09']
