actor,occurrence_count,rank,first_appearance,unique_dates
protect trans kids,1,11407,2024-02,['2024-02']
river city john brown gun club,1,11408,2024-02,['2024-02']
black student rights,1,11409,2024-02,['2024-02']
community residents,1,11410,2024-02,['2024-02']
jacksonville community action committee (jcac),1,11411,2024-02,['2024-02']
the northside coalition of jacksonville,1,11412,2024-02,['2024-02']
iu on strike,1,11413,2024-02,['2024-02']
nalsa,1,11414,2024-02,['2024-02']
new ro liberation coalition,1,11415,2024-02,['2024-02']
portlanders,1,11416,2024-02,['2024-02']
irhr,1,11417,2024-02,['2024-02']
jh pride,1,11418,2024-02,['2024-02']
raza educators la,1,11419,2024-02,['2024-02']
uc davis lgbtqia+ resource center,1,11420,2024-02,['2024-02']
rainbow room,1,11421,2024-02,['2024-02']
pride big rapids,1,11422,2024-02,['2024-02']
diversity advocacy for identity and sexuality empowerment,1,11423,2024-02,['2024-02']
ferris state university center for student involvement,1,11424,2024-02,['2024-02']
w club,1,11425,2024-02,['2024-02']
yale gender program,1,11426,2024-02,['2024-02']
first church ucc,1,11427,2024-02,['2024-02']
pflag hartford,1,11428,2024-02,['2024-02']
health care advocates international,1,11429,2024-02,['2024-02']
kamora's cultural corner,1,11430,2024-02,['2024-02']
the health collective,1,11431,2024-02,['2024-02']
q+,1,11432,2024-02,['2024-02']
equality connecticut,1,11433,2024-02,['2024-02']
out accountability project ct,1,11434,2024-02,['2024-02']
wellstone democratic renewal club,1,11435,2024-02,['2024-02']
planned parenthood votes connecticut,1,11436,2024-02,['2024-02']
african peoples revolutionary party,1,11437,2024-02,['2024-02']
st. stephen united methodist church,1,11438,2024-02,['2024-02']
borderland rainbow center,1,11439,2024-02,['2024-02']
families and friends,1,11440,2024-02,['2024-02']
trans advocacy coalition of oklahoma,1,11441,2024-02,['2024-02']
noise,1,11442,2024-02,['2024-02']
unitarian universalist church lawton,1,11443,2024-02,['2024-02']
women appropriatin,1,11444,2024-02,['2024-02']
soma families for ceasefire,1,11445,2024-02,['2024-02']
rainbow collective for change,1,11446,2024-02,['2024-02']
art love collective,1,11447,2024-02,['2024-02']
our schools usa los angeles,1,11448,2024-02,['2024-02']
alltransbodies,1,11449,2024-02,['2024-02']
ryan cassata,1,11450,2024-02,['2024-02']
la educators for ceasefire,1,11451,2024-02,['2024-02']
el centro cultural,1,11452,2024-02,['2024-02']
residents of south orange and maplewood,1,11453,2024-02,['2024-02']
ftp roc,1,11454,2024-02,['2024-02']
rochester lgbtq+ together,1,11455,2024-02,['2024-02']
the nyc movement chaplain collective,1,11456,2024-02,['2024-02']
cuny4palestine,1,11457,2024-02,['2024-02']
black & pink,1,11458,2024-02,['2024-02']
art workers inquity,1,11459,2024-02,['2024-02']
ridgewood tenants' union,1,11460,2024-02,['2024-02']
american university community members,1,11461,2024-02,['2024-02']
artists against displacement,1,11462,2024-02,['2024-02']
heathcare workers for palestine,1,11463,2024-02,['2024-02']
turtle island to palestine,1,11464,2024-02,['2024-02']
new alternatives for lgbtq+ homeless youth,1,11465,2024-02,['2024-02']
maryland healthcare for all,1,11466,2024-02,['2024-02']
hendricks county pride,1,11467,2024-02,['2024-02']
local palestinian organizers,1,11468,2024-02,['2024-02']
navy officer,1,11469,2024-02,['2024-02']
the people united,1,11470,2024-02,['2024-02']
coalition of anti-border wall activists,1,11471,2020-07,['2020-07']
milton students for social justice,1,11472,2020-07,['2020-07']
save our soldier,1,11473,2020-07,['2020-07']
tam staff and bipoc tam students,1,11474,2020-07,['2020-07']
the unity coalition,1,11475,2020-07,['2020-07']
progressive black and latino caucus,1,11476,2020-07,['2020-07']
end the new jim crow action network of poughkeepsie,1,11477,2020-07,['2020-07']
act 18 indivisible,1,11478,2020-07,['2020-07']
beacon prison action,1,11479,2020-07,['2020-07']
dsa of the hudson valley,1,11480,2020-07,['2020-07']
dutchess county democratic committee,1,11481,2020-07,['2020-07']
dutchess county progressive action alliance,1,11482,2020-07,['2020-07']
dutchess democratic women⊙s caucus,1,11483,2020-07,['2020-07']
equitable futures,1,11484,2020-07,['2020-07']
hudson valley chapter of the nyclu,1,11485,2020-07,['2020-07']
sisters of mercy of the americas,1,11486,2021-12,['2021-12']
race unity circle,1,11487,2020-07,['2020-07']
stop the violence,1,11488,2020-07,['2020-07']
we the people of pg county,1,11489,2020-07,['2020-07']
educators for black lives,1,11490,2020-07,['2020-07']
general proterters,1,11491,2020-07,['2020-07']
the dreamers,1,11492,2020-07,['2020-07']
el comite social justice movement,1,11493,2020-07,['2020-07']
utahs citizens' alarm,1,11494,2020-07,['2020-07']
educators unite for equity and anti-racism in schools,1,11495,2020-07,['2020-07']
black lives matter manteca,1,11496,2020-07,['2020-07']
coalition of southern californian asian american organizations,1,11497,2020-07,['2020-07']
former mercer univeristy football players,1,11498,2020-07,['2020-07']
oswego presbyterian church,1,11499,2020-07,['2020-07']
berea college students,1,11500,2020-07,['2020-07']
movement for a people's party,1,11501,2020-07,['2020-07']
justice for aleesa,1,11502,2020-07,['2020-07']
teens for equality,1,11503,2020-07,['2020-07']
the black men alliance,1,11504,2020-07,['2020-07']
people for peace and security: cancel the f-35,1,11505,2020-07,['2020-07']
standspeaklisten,1,11506,2020-07,['2020-07']
blackformation,1,11507,2020-07,['2020-07']
the d.o.p.e. tribe,1,11508,2020-07,['2020-07']
proud patriots for southwest florida,1,11509,2020-07,['2020-07']
fallen officers,1,11510,2020-07,['2020-07']
peaceful protest of lee county,1,11511,2020-07,['2020-07']
mls soccer players,1,11512,2020-07,['2020-07']
defend st. augustine,1,11513,2020-07,['2020-07']
fsu students for justice in palestine,1,11514,2020-07,['2020-07']
carmel against racial injustice,1,11515,2020-07,['2020-07']
metro detroit political action network,1,11516,2020-07,['2020-07']
take a knee nation,1,11517,2020-07,['2020-07']
cincinnati mass defense coalition,1,11518,2020-07,['2020-07']
circles for healing,1,11519,2020-07,['2020-07']
divine 9 sororities,1,11520,2020-07,['2020-07']
tabletop protests of oceanside,1,11521,2020-07,['2020-07']
voices for the cause,1,11522,2020-07,['2020-07']
general protestes and two dozen counter protesters,1,11523,2020-07,['2020-07']
dc tenants union,1,11524,2020-07,['2020-07']
washington legal clinic for the homeless,1,11525,2020-07,['2020-07']
man and woman,1,11526,2020-07,['2020-07']
brainerd area coalition for peace,1,11527,2020-07,['2020-07']
be better,1,11528,2020-07,['2020-07']
do better,1,11529,2020-07,['2020-07']
mecha de csun,1,11530,2020-07,['2020-07']
anti-discrimination movement,1,11531,2020-07,['2020-07']
call 'em out coalition,1,11532,2020-07,['2020-07']
african descent initiative committee,1,11533,2020-07,['2020-07']
mothers of children murdered by police,1,11534,2020-07,['2020-07']
the mvmnt,1,11535,2020-07,['2020-07']
national alliance against racial and political repression,1,11536,2020-07,['2020-07']
marchers,1,11537,2020-07,['2020-07']
equal rights committee,1,11538,2020-07,['2020-07']
pasco young revolutionaries,1,11539,2020-07,['2020-07']
black lives matter pasco chapter,1,11540,2020-07,['2020-07']
chicago alliance against racism and political repression,1,11541,2020-07,['2020-07']
lowell mass action collective,1,11542,2020-07,['2020-07']
baltimore activists,1,11543,2020-07,['2020-07']
general protesters on wheels (protesters on skateboards,1,11544,2020-07,['2020-07']
roller skates,1,11545,2020-07,['2020-07']
scooters...),1,11546,2020-07,['2020-07']
can't pay won't pay,1,11547,2020-07,['2020-07']
all lives matter,1,11548,2020-07,['2020-07']
bridge the blue,1,11549,2020-07,['2020-07']
defund wpd,1,11550,2020-07,['2020-07']
military veterans,1,11551,2020-07,['2020-07']
biker groups,1,11552,2020-07,['2020-07']
rise up patriots,1,11553,2020-07,['2020-07']
dallas for equality,1,11554,2020-07,['2020-07']
national alliance against racist and political repression and utah against police brutality,1,11555,2020-07,['2020-07']
usa,1,11556,2020-07,['2020-07']
amherst's naacp chapter,1,11557,2020-07,['2020-07']
aurora cop watch,1,11558,2020-07,['2020-07']
members of black fraternities and sororities,1,11559,2020-07,['2020-07']
young alumni of mary institute and st. louis country day school,1,11560,2020-07,['2020-07']
faculty and staff members,1,11561,2020-07,['2020-07']
blm supporters,1,11562,2020-07,['2020-07']
lane county mutual aid,1,11563,2020-07,['2020-07']
disarm uopd and stop death on the streets,1,11564,2020-07,['2020-07']
mom bloc,1,11565,2020-07,['2020-07']
dutchess county conservative committee,1,11566,2020-07,['2020-07']
dr. martin luther king,1,11567,2020-07,['2020-07']
jr. committee of the pine belt,1,11568,2020-07,['2020-07']
pdx stripper strike,1,11569,2020-07,['2020-07']
haymarket pole,1,11570,2020-07,['2020-07']
black young educated,1,11571,2020-07,['2020-07']
austin liberation youth movement,1,11572,2020-07,['2020-07']
fluvanna county leadership team,1,11573,2020-07,['2020-07']
rise for youth,1,11574,2020-07,['2020-07']
archdiocese of milwaukee's black catholic ministry commission,1,11575,2020-07,['2020-07']
pueblo county patriots,1,11576,2020-07,['2020-07']
south asian advocates 4 black lives,1,11577,2020-07,['2020-07']
moscow anti-racism alliance,1,11578,2020-07,['2020-07']
social justice for us,1,11579,2020-07,['2020-07']
518 aid,1,11580,2020-07,['2020-07']
aggies of color coalition,1,11581,2020-07,['2020-07']
blm demonstrators,1,11582,2020-07,['2020-07']
melanated educators collective,1,11583,2020-07,['2020-07']
phillyresist,1,11584,2020-07,['2020-07']
la's black and latino communities,1,11585,2020-07,['2020-07']
local businesses,1,11586,2020-07,['2020-07']
stand up for social justice,1,11587,2020-07,['2020-07']
the unity coalition and the winston-salem branch of the democratic socialists of america,1,11588,2020-07,['2020-07']
kc freedom project,1,11589,2020-07,['2020-07']
alabama save ourselves movement for justice and democracy,1,11590,2020-07,['2020-07']
city colleges faculty,1,11591,2020-07,['2020-07']
and union representatives,1,11592,2020-07,['2020-07']
vertical skillz,1,11593,2020-07,['2020-07']
refuse fascism sf,1,11594,2020-07,['2020-07']
the justice kids,1,11595,2020-07,['2020-07']
lathan abolition camp,1,11596,2020-07,['2020-07']
snohomish county republican party,1,11597,2020-07,['2020-07']
action for equity,1,11598,2020-07,['2020-07']
transcend retreat,1,11599,2020-06,['2020-06']
queers united for intersectional liberation,1,11600,2020-06,['2020-06']
pajaro valley pride,1,11601,2020-06,['2020-06']
lyons social justice committee,1,11602,2020-06,['2020-06']
lgbtq center of bay county,1,11603,2020-06,['2020-06']
"annual ""gay the hathaway"" march",1,11604,2020-06,['2020-06']
csra⊙s black lives matter,1,11605,2020-06,['2020-06']
meade high school graduates,1,11606,2020-06,['2020-06']
students talking about race,1,11607,2020-06,['2020-06']
20+ community organizations,1,11608,2020-06,['2020-06']
black men unite,1,11609,2020-06,['2020-06']
southwest missouri cop watchers,1,11610,2020-06,['2020-06']
radical activists in demand,1,11611,2020-06,['2020-06']
reclaim pride,1,11612,2020-06,['2020-06']
newburgh lgbtq center members,1,11613,2020-06,['2020-06']
johnson city black lives matter,1,11614,2020-07,['2020-07']
equality toledo,1,11615,2020-06,['2020-06']
black univty children's march,1,11616,2020-06,['2020-06']
csa2,1,11617,2020-06,['2020-06']
black lives matter walla walla chapter,1,11618,2020-06,['2020-06']
mary's center,1,11619,2020-06,['2020-06']
restaurant opportunities center of washington,1,11620,2020-06,['2020-06']
normal west black student union,1,11621,2020-06,['2020-06']
faith in allen county,1,11622,2020-06,['2020-06']
jhu community,1,11623,2020-06,['2020-06']
university of mississippi students,1,11624,2020-06,['2020-06']
one mamaroneck,1,11625,2020-06,['2020-06']
market of choice employees,1,11626,2020-06,['2020-06']
psu community,1,11627,2020-06,['2020-06']
solidarity for justice,1,11628,2020-06,['2020-06']
salt lake city antifascist coalition,1,11629,2020-06,['2020-06']
cincinnati for racial justice,1,11630,2020-06,['2020-06']
brown berets minnesota,1,11631,2020-06,['2020-06']
rochester united,1,11632,2020-06,['2020-06']
local children,1,11633,2020-06,['2020-06']
regional muslim action network,1,11634,2020-06,['2020-06']
lounited,1,11635,2020-06,['2020-06']
ole miss students and athletes,1,11636,2020-06,['2020-06']
new bern alumnae,1,11637,2020-06,['2020-06']
black lives matter groups from concord,1,11638,2020-06,['2020-06']
manchester,1,11639,2020-06,['2020-06']
nashua,1,11640,2020-06,['2020-06']
the seacoast,1,11641,2020-06,['2020-06']
and more,1,11642,2020-06,['2020-06']
vegas urban pride,1,11643,2020-06,['2020-06']
las vegas pride,1,11644,2020-06,['2020-06']
queens juneteenth coalition,1,11645,2020-06,['2020-06']
pyramid kings,1,11646,2020-06,['2020-06']
the united christian leadership ministry,1,11647,2020-06,['2020-06']
joshua kids youth program,1,11648,2020-06,['2020-06']
rams for equality,1,11649,2020-06,['2020-06']
transponder,1,11650,2020-06,['2020-06']
rainbow rose center,1,11651,2020-06,['2020-06']
members of memphis police and shelby county sheriff's office,1,11652,2020-06,['2020-06']
virginia pride,1,11653,2020-06,['2020-06']
the new generation 2.0,1,11654,2020-06,['2020-06']
rainbow action network (ran),1,11655,2020-06,['2020-06']
people's collective for change pride,1,11656,2020-06,['2020-06']
defund the police coalition,1,11657,2020-06,['2020-06']
local teachers,1,11658,2020-06,['2020-06']
pedal for justice san diego coalition,1,11659,2020-06,['2020-06']
transgender cultural district,1,11660,2020-06,['2020-06']
brotherhood,1,11661,2020-06,['2020-06']
breathe for eight,1,11662,2020-06,['2020-06']
community action marin,1,11663,2020-07,['2020-07']
freedom fighters d.c.,1,11664,2020-07,['2020-07']
freedom day foundation,1,11665,2020-07,['2020-07']
black onyx movement,1,11666,2020-07,['2020-07']
million man march on washington,1,11667,2020-07,['2020-07']
vets for blm,1,11668,2020-07,['2020-07']
dc protest,1,11669,2020-07,['2020-07']
rodney mitchell foundation,1,11670,2020-07,['2020-07']
black lives matter alliance of palm beach,1,11671,2020-07,['2020-07']
black lives matter of south florida,1,11672,2020-07,['2020-07']
not f***ing around coalition (nfac),1,11673,2020-07,['2020-07']
46th ward neighbors against police violence,1,11674,2020-07,['2020-07']
bridges // puentes: justice collective of the southeast,1,11675,2020-07,['2020-07']
be better do better,1,11676,2020-07,['2020-07']
lusher renaming committee,1,11677,2020-07,['2020-07']
bay area hospitality for black lives,1,11678,2020-06,['2020-06']
webackblue,1,11679,2020-07,['2020-07']
mindful movement,1,11680,2020-07,['2020-07']
black lives matter muskegon lakeshore,1,11681,2020-07,['2020-07']
veterans of foreign wars post 280,1,11682,2020-07,['2020-07']
trail life usa,1,11683,2020-07,['2020-07']
stand nh,1,11684,2020-07,['2020-07']
young professionals for justice,1,11685,2020-07,['2020-07']
ridgewood 4 black liberation,1,11686,2020-07,['2020-07']
back the blue central ohio,1,11687,2020-07,['2020-07']
community creating unity pdx,1,11688,2020-07,['2020-07']
salem community organizers,1,11689,2020-07,['2020-07']
"part of ""civil saturdays"" movement",1,11690,2020-07,['2020-07']
pittsburgh,1,11691,2020-07,['2020-07']
i can't breathe,1,11692,2020-07,['2020-07']
south dakota people united,1,11693,2020-07,['2020-07']
locals and high school students,1,11694,2020-07,['2020-07']
iii% of idaho,1,11695,2020-06,['2020-06']
idaho second amendment alliance,1,11696,2020-06,['2020-06']
